Transaction_ID,Date,Year,Month,Quarter,Region,Customer_ID,Customer_Segment,Department,Product,Units_Sold,Unit_Price,Gross_Revenue,Discount,Net_Revenue,COGS,Marketing_Expense,Operating_Expense,Total_Expense,Profit,Profit_Margin,Payment_Method,Payment_Status,Budget_Target,Variance_vs_Budget
TXN-00299,2023-12-06,2023,Dec,Q4,Dubai,CUST-0113,Government,Marketing,Training Program,15,795.32,"11,929.80",810.78,"11,119.02","5,857.99",804.26,767.28,"7,429.53","3,689.49",33.18%,Bank Transfer,Overdue,"12,226.49","-1,107.47"
TXN-00300,2024-06-25,2024,Jun,Q2,Fujairah,CUST-0166,Corporate,IT,Maintenance Contract,8,"1,255.69","10,045.52",207.72,"9,837.80","6,916.02",409.99,"1,092.56","8,418.57","1,419.23",14.43%,Online,Paid,"9,999.07",-161.27
TXN-00301,2024-07-14,2024,Jul,Q3,Ajman,CUST-0499,SME,HR,Cloud Support,19,"1,867.93","35,490.67",925.51,"34,565.16","21,376.51","1,448.90","4,664.01","27,489.42","7,075.74",20.47%,Cheque,Paid,"39,080.78","-4,515.62"
TXN-00302,2024-12-23,2024,Dec,Q4,Sharjah,CUST-0109,SME,Marketing,Maintenance Contract,16,"1,705.59","27,289.44","2,421.04","24,868.40","14,569.34","1,813.45","2,665.56","19,048.35","5,820.05",23.40%,Credit Card,Paid,"23,600.04","1,268.36"
TXN-00303,2025-01-11,2025,Jan,Q1,Ajman,CUST-0012,SME,Sales,Consulting Service,4,"3,450.46","13,801.84",364.62,"13,437.22","5,579.14",813.14,"1,508.63","7,900.91","5,536.31",41.20%,Credit Card,Paid,"14,206.33",-769.11
TXN-00304,2023-11-26,2023,Nov,Q4,Ras Al Khaimah,CUST-0327,Corporate,IT,Training Program,21,922.55,"19,373.55","2,070.95","17,302.60","8,361.90",518.74,"2,940.02","11,820.66","5,481.94",31.68%,Cash,Paid,"17,908.06",-605.46
TXN-00305,2023-06-25,2023,Jun,Q2,Umm Al Quwain,CUST-0094,Hospitality,IT,Data Analytics Package,8,"5,313.05","42,504.40","2,003.71","40,500.69","16,140.88","1,343.08","4,187.76","21,671.72","18,828.97",46.49%,Online,Paid,"37,374.59","3,126.10"
TXN-00306,2024-06-25,2024,Jun,Q2,Ras Al Khaimah,CUST-0441,Hospitality,IT,Training Program,24,984.81,"23,635.44","2,616.02","21,019.42","11,141.12",507.21,"2,084.44","13,732.77","7,286.65",34.67%,Cheque,Paid,"19,330.80","1,688.62"
TXN-00307,2023-11-03,2023,Nov,Q4,Abu Dhabi,CUST-0462,Hospitality,HR,Consulting Service,3,"3,536.22","10,608.66",521.73,"10,086.93","4,120.64",676.15,"1,164.36","5,961.15","4,125.78",40.90%,Bank Transfer,Paid,"9,232.11",854.82
TXN-00308,2025-06-02,2025,Jun,Q2,Umm Al Quwain,CUST-0380,Hospitality,Sales,Hardware Setup,12,"3,041.82","36,501.84","5,093.05","31,408.79","23,221.88","2,396.66","3,539.02","29,157.56","2,251.23",7.17%,Cheque,Paid,"34,882.65","-3,473.86"
TXN-00309,2023-10-02,2023,Oct,Q4,Fujairah,CUST-0405,Corporate,HR,Cloud Support,16,"2,027.42","32,438.72","4,428.30","28,010.42","15,407.36","1,565.71","3,380.44","20,353.51","7,656.91",27.34%,Online,Paid,"26,815.54","1,194.88"
TXN-00310,2023-08-30,2023,Aug,Q3,Umm Al Quwain,CUST-0275,Government,HR,Software Subscription,13,"1,298.18","16,876.34","2,089.26","14,787.08","8,260.72",617.16,"1,036.89","9,914.77","4,872.31",32.95%,Cash,Paid,"15,903.10","-1,116.02"
TXN-00311,2024-07-18,2024,Jul,Q3,Ras Al Khaimah,CUST-0177,Government,IT,Hardware Setup,25,"2,343.84","58,596.00","6,470.23","52,125.77","39,544.40","1,601.47","6,394.90","47,540.77","4,585.00",8.80%,Credit Card,Overdue,"53,435.59","-1,309.82"
TXN-00312,2023-09-01,2023,Sep,Q3,Fujairah,CUST-0362,Corporate,Marketing,Data Analytics Package,8,"5,666.22","45,329.76","4,302.91","41,026.85","15,098.80","2,071.88","6,243.90","23,414.58","17,612.27",42.93%,Cheque,Paid,"45,960.58","-4,933.73"
TXN-00313,2023-01-11,2023,Jan,Q1,Ajman,CUST-0315,Hospitality,Operations,Consulting Service,3,"3,530.34","10,591.02",508.58,"10,082.44","4,163.37",360.81,990.18,"5,514.36","4,568.08",45.31%,Online,Paid,"10,714.70",-632.26
TXN-00314,2023-04-28,2023,Apr,Q2,Ras Al Khaimah,CUST-0265,SME,HR,Training Program,21,915.97,"19,235.37",24.72,"19,210.65","10,689.94","1,457.04","2,254.56","14,401.54","4,809.11",25.03%,Credit Card,Pending,"18,027.73","1,182.92"
TXN-00315,2023-03-15,2023,Mar,Q1,Abu Dhabi,CUST-0266,Corporate,IT,Maintenance Contract,8,"1,623.01","12,984.08","1,266.79","11,717.29","6,986.90",428.34,"1,194.30","8,609.54","3,107.75",26.52%,Bank Transfer,Paid,"12,665.20",-947.91
TXN-00316,2023-07-04,2023,Jul,Q3,Ajman,CUST-0295,Corporate,Operations,Cloud Support,24,"2,073.43","49,762.32","6,829.95","42,932.37","24,976.83","3,340.02","3,689.87","32,006.72","10,925.65",25.45%,Credit Card,Paid,"45,590.27","-2,657.90"
TXN-00317,2025-04-13,2025,Apr,Q2,Sharjah,CUST-0356,Government,Finance,Consulting Service,2,"3,574.44","7,148.88",194.43,"6,954.45","2,889.79",353.27,580.70,"3,823.76","3,130.69",45.02%,Online,Pending,"7,242.16",-287.71
TXN-00318,2025-09-17,2025,Sep,Q3,Fujairah,CUST-0404,SME,IT,Data Analytics Package,6,"6,022.48","36,134.88","1,658.04","34,476.84","13,682.40","1,903.45","1,846.43","17,432.28","17,044.56",49.44%,Credit Card,Paid,"31,542.19","2,934.65"
TXN-00319,2024-10-08,2024,Oct,Q4,Dubai,CUST-0284,SME,Finance,Hardware Setup,12,"2,669.16","32,029.92",62.29,"31,967.63","25,568.56","1,115.53","1,984.91","28,669.00","3,298.63",10.32%,Cash,Pending,"34,592.47","-2,624.84"
TXN-00320,2024-12-25,2024,Dec,Q4,Sharjah,CUST-0106,SME,Marketing,Data Analytics Package,5,"4,465.57","22,327.85","1,666.01","20,661.84","8,975.93",648.99,"3,013.00","12,637.92","8,023.92",38.83%,Credit Card,Paid,"19,638.22","1,023.62"
TXN-00321,2024-12-30,2024,Dec,Q4,Dubai,CUST-0435,Government,Operations,Training Program,25,776.41,"19,410.25","2,143.33","17,266.92","9,294.51","1,032.66","2,241.20","12,568.37","4,698.55",27.21%,Online,Paid,"19,153.73","-1,886.81"
TXN-00322,2024-10-07,2024,Oct,Q4,Umm Al Quwain,CUST-0217,Government,HR,Security Audit,5,"4,268.55","21,342.75","1,470.68","19,872.07","10,762.73",731.61,"1,567.35","13,061.69","6,810.38",34.27%,Bank Transfer,Paid,"20,925.28","-1,053.21"
TXN-00323,2025-10-26,2025,Oct,Q4,Fujairah,CUST-0108,Government,HR,Maintenance Contract,13,"1,746.24","22,701.12","1,761.39","20,939.73","13,494.31",570.02,"2,457.63","16,521.96","4,417.77",21.10%,Bank Transfer,Paid,"20,409.86",529.87
TXN-00324,2024-10-28,2024,Oct,Q4,Ajman,CUST-0108,Government,IT,Maintenance Contract,20,"1,747.11","34,942.20",653.95,"34,288.25","21,230.27","1,240.02","5,987.02","28,457.31","5,830.94",17.01%,Cash,Paid,"33,702.91",585.34
TXN-00325,2025-01-17,2025,Jan,Q1,Ras Al Khaimah,CUST-0222,Government,Marketing,Hardware Setup,9,"2,600.76","23,406.84","2,674.98","20,731.86","17,039.33","1,267.98","3,230.95","21,538.26",-806.40,-3.89%,Credit Card,Pending,"22,727.19","-1,995.33"
TXN-00326,2023-11-03,2023,Nov,Q4,Sharjah,CUST-0129,Hospitality,Logistics,Security Audit,1,"3,740.70","3,740.70",130.82,"3,609.88","1,983.83",256.17,423.12,"2,663.12",946.76,26.23%,Online,Pending,"3,957.04",-347.16
TXN-00327,2023-04-08,2023,Apr,Q2,Sharjah,CUST-0185,Hospitality,HR,Hardware Setup,4,"2,850.16","11,400.64",136.89,"11,263.75","8,978.03",547.33,"1,485.49","11,010.85",252.90,2.25%,Cash,Paid,"11,432.22",-168.47
TXN-00328,2024-12-05,2024,Dec,Q4,Umm Al Quwain,CUST-0146,Retail,Operations,Software Subscription,14,"1,042.19","14,590.66","2,277.99","12,312.67","7,802.80",393.24,"1,537.44","9,733.48","2,579.19",20.95%,Online,Paid,"13,232.91",-920.24
TXN-00329,2025-09-25,2025,Sep,Q3,Fujairah,CUST-0314,Hospitality,Finance,Security Audit,2,"4,084.20","8,168.40",163.83,"8,004.57","4,107.71",229.66,574.61,"4,911.98","3,092.59",38.64%,Bank Transfer,Paid,"8,983.65",-979.08
TXN-00330,2023-06-12,2023,Jun,Q2,Umm Al Quwain,CUST-0481,Retail,IT,Training Program,11,820.16,"9,021.76",343.06,"8,678.70","4,324.61",312.85,"1,161.24","5,798.70","2,880.00",33.18%,Online,Paid,"8,343.48",335.22
TXN-00331,2025-12-02,2025,Dec,Q4,Abu Dhabi,CUST-0086,Government,Sales,Security Audit,7,"3,725.09","26,075.63","1,559.19","24,516.44","11,338.95",835.46,"2,027.86","14,202.27","10,314.17",42.07%,Bank Transfer,Paid,"27,045.62","-2,529.18"
TXN-00332,2023-05-11,2023,May,Q2,Ajman,CUST-0159,SME,Marketing,Security Audit,1,"3,488.29","3,488.29",96.94,"3,391.35","1,785.54",84.77,285.28,"2,155.59","1,235.76",36.44%,Cash,Paid,"3,142.36",248.99
TXN-00333,2025-06-26,2025,Jun,Q2,Umm Al Quwain,CUST-0277,Retail,HR,Training Program,5,927.63,"4,638.15",94.96,"4,543.19","2,142.82",188.14,767.73,"3,098.69","1,444.50",31.79%,Cheque,Paid,"5,175.93",-632.74
TXN-00334,2023-10-04,2023,Oct,Q4,Sharjah,CUST-0247,Hospitality,Marketing,Training Program,19,953.13,"18,109.47","1,371.35","16,738.12","8,940.31",901.16,"1,975.93","11,817.40","4,920.72",29.40%,Bank Transfer,Paid,"17,940.90","-1,202.78"
TXN-00335,2025-06-23,2025,Jun,Q2,Ras Al Khaimah,CUST-0005,Government,Logistics,Cloud Support,12,"1,772.79","21,273.48",496.90,"20,776.58","11,245.67","1,067.89","3,086.95","15,400.51","5,376.07",25.88%,Cheque,Paid,"19,132.95","1,643.63"
TXN-00336,2024-09-05,2024,Sep,Q3,Ajman,CUST-0128,SME,IT,Software Subscription,25,"1,190.61","29,765.25","1,569.40","28,195.85","15,474.47",576.13,"2,779.37","18,829.97","9,365.88",33.22%,Cheque,Paid,"28,295.12",-99.27
TXN-00337,2025-02-13,2025,Feb,Q1,Fujairah,CUST-0381,Hospitality,Logistics,Data Analytics Package,5,"4,258.42","21,292.10","1,331.44","19,960.66","8,010.79","1,357.28","2,589.26","11,957.33","8,003.33",40.10%,Cash,Paid,"21,720.74","-1,760.08"
TXN-00338,2025-04-25,2025,Apr,Q2,Dubai,CUST-0078,Corporate,HR,Data Analytics Package,2,"4,464.81","8,929.62",258.60,"8,671.02","3,563.37",494.80,740.31,"4,798.48","3,872.54",44.66%,Bank Transfer,Paid,"9,250.47",-579.45
TXN-00339,2024-01-16,2024,Jan,Q1,Sharjah,CUST-0403,Government,Operations,Consulting Service,5,"3,246.87","16,234.35",928.86,"15,305.49","7,200.31",519.91,"1,065.09","8,785.31","6,520.18",42.60%,Cheque,Paid,"15,735.17",-429.68
TXN-00340,2023-03-06,2023,Mar,Q1,Umm Al Quwain,CUST-0129,Government,Logistics,Maintenance Contract,3,"1,736.13","5,208.39",495.65,"4,712.74","2,791.29",313.58,279.37,"3,384.24","1,328.50",28.19%,Bank Transfer,Paid,"4,811.92",-99.18
TXN-00341,2023-09-07,2023,Sep,Q3,Abu Dhabi,CUST-0243,Government,IT,Data Analytics Package,7,"5,642.45","39,497.15","1,749.57","37,747.58","15,816.60",830.85,"4,148.78","20,796.23","16,951.35",44.91%,Cash,Paid,"41,948.84","-4,201.26"
TXN-00342,2024-10-23,2024,Oct,Q4,Dubai,CUST-0443,SME,Sales,Training Program,21,"1,000.17","21,003.57","1,877.02","19,126.55","10,044.43",522.70,"2,152.88","12,720.01","6,406.54",33.50%,Credit Card,Paid,"18,545.94",580.61
TXN-00343,2025-06-08,2025,Jun,Q2,Ajman,CUST-0353,Hospitality,Marketing,Maintenance Contract,1,"1,330.42","1,330.42",36.73,"1,293.69",776.93,87.13,66.19,930.25,363.44,28.09%,Cash,Pending,"1,154.75",138.94
TXN-00344,2023-07-03,2023,Jul,Q3,Abu Dhabi,CUST-0360,Hospitality,Logistics,Data Analytics Package,3,"5,099.84","15,299.52","1,049.46","14,250.06","5,515.82","1,114.06","2,119.59","8,749.47","5,500.59",38.60%,Bank Transfer,Paid,"12,796.78","1,453.28"
TXN-00345,2023-09-15,2023,Sep,Q3,Ajman,CUST-0184,SME,Operations,Security Audit,4,"3,976.12","15,904.48",621.62,"15,282.86","7,862.49",624.14,"2,535.94","11,022.57","4,260.29",27.88%,Bank Transfer,Paid,"16,810.48","-1,527.62"
TXN-00346,2025-09-20,2025,Sep,Q3,Ras Al Khaimah,CUST-0469,Hospitality,Marketing,Security Audit,5,"4,355.79","21,778.95",747.16,"21,031.79","10,656.18","1,106.63","1,936.58","13,699.39","7,332.40",34.86%,Bank Transfer,Pending,"21,463.33",-431.54
TXN-00347,2025-12-23,2025,Dec,Q4,Dubai,CUST-0318,Retail,Logistics,Training Program,15,844.44,"12,666.60",400.29,"12,266.31","6,208.96",245.86,"1,630.72","8,085.54","4,180.77",34.08%,Online,Paid,"12,189.19",77.12
TXN-00348,2024-05-04,2024,May,Q2,Sharjah,CUST-0166,Government,IT,Maintenance Contract,24,"1,268.01","30,432.24","2,943.29","27,488.95","19,007.96",862.94,"3,815.99","23,686.89","3,802.06",13.83%,Cash,Paid,"30,505.04","-3,016.09"
TXN-00349,2023-08-15,2023,Aug,Q3,Fujairah,CUST-0429,Government,IT,Consulting Service,2,"2,931.29","5,862.58",439.83,"5,422.75","2,283.40",118.63,346.61,"2,748.64","2,674.11",49.31%,Cheque,Paid,"5,083.75",339.00
TXN-00350,2025-12-12,2025,Dec,Q4,Dubai,CUST-0240,Corporate,Operations,Cloud Support,2,"1,739.77","3,479.54",316.27,"3,163.27","1,735.07",239.82,244.00,"2,218.89",944.38,29.85%,Online,Pending,"3,250.01",-86.74
TXN-00351,2025-05-01,2025,May,Q2,Ras Al Khaimah,CUST-0050,Corporate,IT,Maintenance Contract,26,"1,655.06","43,031.56","3,544.26","39,487.30","24,464.59",886.06,"2,335.69","27,686.34","11,800.96",29.89%,Credit Card,Overdue,"38,348.94","1,138.36"
TXN-00352,2025-12-24,2025,Dec,Q4,Umm Al Quwain,CUST-0327,Hospitality,Operations,Hardware Setup,7,"2,332.84","16,329.88","2,145.34","14,184.54","10,787.40","1,090.08","1,738.95","13,616.43",568.11,4.01%,Cheque,Paid,"14,857.49",-672.95
TXN-00353,2025-05-24,2025,May,Q2,Sharjah,CUST-0282,Retail,Logistics,Consulting Service,3,"3,979.45","11,938.35",525.25,"11,413.10","5,140.72",678.53,"1,362.80","7,182.05","4,231.05",37.07%,Cash,Overdue,"12,097.60",-684.50
TXN-00354,2025-04-24,2025,Apr,Q2,Ajman,CUST-0230,Government,Sales,Hardware Setup,27,"2,886.90","77,946.30","9,484.71","68,461.59","51,994.64","2,247.98","10,237.89","64,480.51","3,981.08",5.82%,Bank Transfer,Paid,"79,267.85","-10,806.26"
TXN-00355,2024-08-05,2024,Aug,Q3,Fujairah,CUST-0422,Retail,HR,Software Subscription,17,"1,048.84","17,830.28","2,857.45","14,972.83","7,827.23","1,183.81","1,166.79","10,177.83","4,795.00",32.02%,Online,Pending,"14,590.59",382.24
TXN-00356,2023-11-13,2023,Nov,Q4,Ras Al Khaimah,CUST-0205,Hospitality,Marketing,Consulting Service,1,"3,514.52","3,514.52",43.89,"3,470.63","1,488.38",254.67,286.26,"2,029.31","1,441.32",41.53%,Bank Transfer,Paid,"3,320.95",149.68
TXN-00357,2024-10-26,2024,Oct,Q4,Umm Al Quwain,CUST-0296,Government,Sales,Security Audit,3,"4,264.30","12,792.90",805.08,"11,987.82","6,237.08",829.21,748.01,"7,814.30","4,173.52",34.81%,Bank Transfer,Paid,"12,859.05",-871.23
TXN-00358,2024-11-15,2024,Nov,Q4,Dubai,CUST-0325,Government,Sales,Maintenance Contract,29,"1,720.29","49,888.41","2,077.96","47,810.45","33,362.99","3,451.30","3,799.65","40,613.94","7,196.51",15.05%,Cash,Paid,"51,436.10","-3,625.65"
TXN-00359,2025-12-09,2025,Dec,Q4,Ajman,CUST-0386,Hospitality,HR,Software Subscription,11,"1,243.17","13,674.87",368.19,"13,306.68","7,721.58",442.42,752.73,"8,916.73","4,389.95",32.99%,Online,Paid,"14,630.34","-1,323.66"
TXN-00360,2023-07-04,2023,Jul,Q3,Dubai,CUST-0205,Hospitality,Finance,Data Analytics Package,7,"4,679.57","32,756.99","1,291.68","31,465.31","11,660.26",785.14,"3,910.74","16,356.14","15,109.17",48.02%,Credit Card,Paid,"28,154.95","3,310.36"
TXN-00361,2023-10-04,2023,Oct,Q4,Umm Al Quwain,CUST-0221,Retail,IT,Security Audit,4,"4,263.61","17,054.44",778.66,"16,275.78","7,643.27",927.07,"2,370.35","10,940.69","5,335.09",32.78%,Online,Paid,"15,525.04",750.74
TXN-00362,2023-07-03,2023,Jul,Q3,Ras Al Khaimah,CUST-0421,Government,HR,Consulting Service,7,"3,462.96","24,240.72",675.46,"23,565.26","10,224.18","1,311.00","1,252.42","12,787.60","10,777.66",45.74%,Credit Card,Overdue,"22,892.37",672.89
TXN-00363,2025-06-21,2025,Jun,Q2,Ras Al Khaimah,CUST-0475,SME,Logistics,Software Subscription,30,"1,376.72","41,301.60","1,484.52","39,817.08","22,511.11","2,606.59","6,404.95","31,522.65","8,294.43",20.83%,Cash,Paid,"36,381.32","3,435.76"
TXN-00364,2023-01-29,2023,Jan,Q1,Umm Al Quwain,CUST-0133,Hospitality,Finance,Maintenance Contract,23,"1,712.57","39,389.11","1,201.83","38,187.28","24,678.71","1,524.15","5,583.04","31,785.90","6,401.38",16.76%,Online,Paid,"36,032.09","2,155.19"
TXN-00365,2023-10-17,2023,Oct,Q4,Dubai,CUST-0239,Corporate,Sales,Software Subscription,13,"1,263.84","16,429.92","1,962.31","14,467.61","7,625.07",437.20,"1,257.55","9,319.82","5,147.79",35.58%,Cheque,Paid,"16,156.80","-1,689.19"
TXN-00366,2024-07-09,2024,Jul,Q3,Sharjah,CUST-0249,Hospitality,HR,Maintenance Contract,28,"1,294.73","36,252.44","1,060.37","35,192.07","24,628.90","1,519.99","6,242.13","32,391.02","2,801.05",7.96%,Bank Transfer,Paid,"36,338.00","-1,145.93"
TXN-00367,2024-01-17,2024,Jan,Q1,Dubai,CUST-0178,Retail,Operations,Data Analytics Package,8,"5,221.38","41,771.04","2,976.06","38,794.98","14,089.57","2,922.67","3,477.60","20,489.84","18,305.14",47.18%,Cash,Paid,"39,841.66","-1,046.68"
TXN-00368,2024-04-28,2024,Apr,Q2,Abu Dhabi,CUST-0078,Retail,Finance,Cloud Support,26,"1,520.65","39,536.90","1,528.18","38,008.72","22,290.61","3,040.59","6,793.94","32,125.14","5,883.58",15.48%,Credit Card,Overdue,"44,213.30","-6,204.58"
TXN-00369,2023-06-29,2023,Jun,Q2,Ras Al Khaimah,CUST-0169,Government,HR,Hardware Setup,17,"3,131.03","53,227.51","6,519.82","46,707.69","35,910.21","1,571.51","3,794.86","41,276.58","5,431.11",11.63%,Credit Card,Overdue,"43,243.14","3,464.55"
TXN-00370,2024-02-28,2024,Feb,Q1,Umm Al Quwain,CUST-0075,Hospitality,Marketing,Training Program,19,932.89,"17,724.91","1,701.81","16,023.10","8,936.23",617.53,"2,269.96","11,823.72","4,199.38",26.21%,Cash,Paid,"16,618.22",-595.12
TXN-00371,2023-05-19,2023,May,Q2,Ajman,CUST-0382,Retail,Marketing,Consulting Service,3,"3,314.64","9,943.92",699.76,"9,244.16","4,348.80",609.43,"1,519.90","6,478.13","2,766.03",29.92%,Credit Card,Paid,"9,283.10",-38.94
TXN-00372,2023-08-07,2023,Aug,Q3,Dubai,CUST-0184,Corporate,IT,Training Program,6,747.43,"4,484.58",530.59,"3,953.99","2,104.16",222.75,512.47,"2,839.38","1,114.61",28.19%,Cheque,Paid,"4,186.91",-232.92
TXN-00373,2023-10-02,2023,Oct,Q4,Sharjah,CUST-0487,Government,Marketing,Security Audit,6,"3,753.08","22,518.48",610.75,"21,907.73","10,896.57",653.45,"1,739.81","13,289.83","8,617.90",39.34%,Credit Card,Overdue,"21,964.18",-56.45
TXN-00374,2024-02-23,2024,Feb,Q1,Ajman,CUST-0398,Corporate,HR,Consulting Service,3,"4,167.94","12,503.82",985.93,"11,517.89","5,563.62",568.94,"1,062.37","7,194.93","4,322.96",37.53%,Cheque,Paid,"11,716.73",-198.84
TXN-00375,2024-10-02,2024,Oct,Q4,Ajman,CUST-0424,Corporate,Marketing,Hardware Setup,20,"3,108.70","62,174.00","7,111.89","55,062.11","41,595.23","3,220.23","7,793.20","52,608.66","2,453.45",4.46%,Online,Paid,"49,090.82","5,971.29"
TXN-00376,2025-03-21,2025,Mar,Q1,Sharjah,CUST-0237,SME,Finance,Software Subscription,18,"1,169.95","21,059.10","2,900.44","18,158.66","11,506.43",570.02,"1,945.56","14,022.01","4,136.65",22.78%,Cash,Pending,"20,797.46","-2,638.80"
TXN-00377,2023-04-22,2023,Apr,Q2,Abu Dhabi,CUST-0202,Government,Operations,Training Program,15,"1,036.76","15,551.40",842.94,"14,708.46","7,988.98",394.04,"2,224.43","10,607.45","4,101.01",27.88%,Cheque,Paid,"17,081.71","-2,373.25"
TXN-00378,2023-02-21,2023,Feb,Q1,Umm Al Quwain,CUST-0084,Corporate,Sales,Training Program,15,950.51,"14,257.65","1,219.26","13,038.39","6,375.78",616.47,"1,075.81","8,068.06","4,970.33",38.12%,Bank Transfer,Pending,"14,179.45","-1,141.06"
TXN-00379,2025-07-09,2025,Jul,Q3,Umm Al Quwain,CUST-0088,Retail,HR,Maintenance Contract,3,"1,544.29","4,632.87",177.94,"4,454.93","3,064.27",225.86,772.79,"4,062.92",392.01,8.80%,Credit Card,Paid,"4,426.43",28.50
TXN-00380,2023-11-29,2023,Nov,Q4,Abu Dhabi,CUST-0492,SME,Sales,Training Program,6,"1,014.90","6,089.40",37.49,"6,051.91","3,026.19",386.17,"1,058.63","4,470.99","1,580.92",26.12%,Online,Paid,"5,849.98",201.93
TXN-00381,2024-06-02,2024,Jun,Q2,Ajman,CUST-0210,Government,Sales,Software Subscription,15,"1,222.86","18,342.90","1,646.38","16,696.52","10,279.46",943.00,"1,905.92","13,128.38","3,568.14",21.37%,Online,Paid,"15,779.25",917.27
TXN-00382,2023-01-14,2023,Jan,Q1,Umm Al Quwain,CUST-0017,Hospitality,Logistics,Data Analytics Package,5,"5,339.53","26,697.65","1,488.52","25,209.13","10,739.60",578.17,"1,746.32","13,064.09","12,145.04",48.18%,Online,Paid,"27,124.60","-1,915.47"
TXN-00383,2024-09-03,2024,Sep,Q3,Ras Al Khaimah,CUST-0404,Hospitality,Marketing,Maintenance Contract,30,"1,282.62","38,478.60",418.98,"38,059.62","27,181.63","1,129.61","3,310.03","31,621.27","6,438.35",16.92%,Cheque,Paid,"41,038.83","-2,979.21"
TXN-00384,2025-01-07,2025,Jan,Q1,Ajman,CUST-0069,Corporate,IT,Software Subscription,3,"1,352.89","4,058.67",235.84,"3,822.83","2,393.53",264.60,568.06,"3,226.19",596.64,15.61%,Cash,Paid,"4,331.24",-508.41
TXN-00385,2024-11-05,2024,Nov,Q4,Fujairah,CUST-0353,Hospitality,Logistics,Hardware Setup,17,"2,350.24","39,954.08","1,670.49","38,283.59","26,175.55","2,078.11","6,788.27","35,041.93","3,241.66",8.47%,Cash,Paid,"39,764.55","-1,480.96"
TXN-00386,2025-05-24,2025,May,Q2,Ajman,CUST-0414,SME,HR,Maintenance Contract,9,"1,545.23","13,907.07","1,383.79","12,523.28","7,902.20",347.93,"1,542.15","9,792.28","2,731.00",21.81%,Credit Card,Paid,"12,973.01",-449.73
TXN-00387,2024-08-17,2024,Aug,Q3,Dubai,CUST-0171,Retail,HR,Data Analytics Package,1,"4,336.41","4,336.41",201.59,"4,134.82","1,752.08",265.65,318.19,"2,335.92","1,798.90",43.51%,Credit Card,Paid,"4,401.90",-267.08
TXN-00388,2023-01-24,2023,Jan,Q1,Ajman,CUST-0371,Hospitality,HR,Data Analytics Package,5,"4,608.84","23,044.20",156.32,"22,887.88","8,789.47","1,213.05","3,426.64","13,429.16","9,458.72",41.33%,Bank Transfer,Paid,"20,922.98","1,964.90"
TXN-00389,2023-12-26,2023,Dec,Q4,Ajman,CUST-0457,Hospitality,Operations,Data Analytics Package,6,"5,767.65","34,605.90","3,191.63","31,414.27","12,513.20","1,522.65","1,715.93","15,751.78","15,662.49",49.86%,Cheque,Paid,"28,923.94","2,490.33"
TXN-00390,2025-04-27,2025,Apr,Q2,Umm Al Quwain,CUST-0182,Corporate,Marketing,Software Subscription,27,"1,234.12","33,321.24","3,388.43","29,932.81","17,979.77","1,595.74","1,569.48","21,144.99","8,787.82",29.36%,Cash,Paid,"31,525.81","-1,593.00"
TXN-00391,2023-03-05,2023,Mar,Q1,Fujairah,CUST-0440,Retail,IT,Maintenance Contract,13,"1,605.91","20,876.83","1,758.68","19,118.15","12,603.21",829.23,"2,435.17","15,867.61","3,250.54",17.00%,Bank Transfer,Paid,"21,782.80","-2,664.65"
TXN-00392,2024-07-10,2024,Jul,Q3,Umm Al Quwain,CUST-0020,SME,Sales,Hardware Setup,3,"2,648.94","7,946.82",377.70,"7,569.12","5,622.24",583.15,591.13,"6,796.52",772.60,10.21%,Cheque,Paid,"7,347.31",221.81
TXN-00393,2025-11-02,2025,Nov,Q4,Abu Dhabi,CUST-0394,Corporate,Logistics,Software Subscription,26,"1,215.68","31,607.68","2,845.00","28,762.68","15,648.75","2,169.23","4,176.84","21,994.82","6,767.86",23.53%,Online,Pending,"29,829.44","-1,066.76"
TXN-00394,2023-09-29,2023,Sep,Q3,Dubai,CUST-0171,Government,Sales,Data Analytics Package,1,"5,018.74","5,018.74",358.18,"4,660.56","1,872.56",94.36,797.91,"2,764.83","1,895.73",40.68%,Bank Transfer,Paid,"5,061.91",-401.35
TXN-00395,2025-12-02,2025,Dec,Q4,Ajman,CUST-0344,Corporate,Operations,Cloud Support,1,"1,891.84","1,891.84",88.58,"1,803.26","1,166.81",70.78,135.30,"1,372.89",430.37,23.87%,Credit Card,Paid,"1,736.53",66.73
TXN-00396,2023-11-19,2023,Nov,Q4,Fujairah,CUST-0412,Retail,HR,Cloud Support,4,"1,486.98","5,947.92",555.78,"5,392.14","3,244.38",174.68,515.17,"3,934.23","1,457.91",27.04%,Credit Card,Paid,"5,260.28",131.86
TXN-00397,2023-12-17,2023,Dec,Q4,Dubai,CUST-0045,Government,Finance,Consulting Service,5,"3,728.57","18,642.85",505.20,"18,137.65","8,069.95",504.31,"2,016.83","10,591.09","7,546.56",41.61%,Credit Card,Paid,"19,636.70","-1,499.05"
TXN-00398,2025-07-02,2025,Jul,Q3,Ras Al Khaimah,CUST-0068,Corporate,Logistics,Maintenance Contract,10,"1,429.40","14,294.00",283.23,"14,010.77","9,577.65",960.55,843.60,"11,381.80","2,628.97",18.76%,Cheque,Pending,"16,208.15","-2,197.38"
